,log2 Fold Change,-log10 P-Value
Pla1a,-2.4542288345550762,2.5641781408010553
Myocd,-0.7157199983011793,1.6363975506294048
Chn1,-1.8773198433308766,1.4763810265367998
Npnt,-1.084806529195558,1.8901120733984222
Acly,-0.8022664964095775,2.6411392437834422
Rnh1,-0.5559417583112236,2.6555441782471076
Ubap2,-0.8024353386091579,1.6888980026288694
Plekhf2,-0.601202702926882,1.5161642588270772
Daglb,-0.6271879947826098,1.4338768662844625
Lnx2,-0.5242119671123446,1.834456955757867
Mtmr4,-0.5738318204405386,1.529011867504532
Basp1,-1.126076913184659,1.6699447321841265
Asl,-0.6069539559391367,1.607219304871318
Rnf126,-0.6667113091671,2.0693853007859984
Ndufv1,-0.5430938728224319,1.4530529778171495
Fdps,-1.0851265938854993,3.375208692203379
Ivns1abp,-0.9675768825161879,1.5727227264890924
Chmp1a,-0.7679011945923169,1.592855041119272
Prkx,-1.184715369899684,1.406071508817443
Mvd,-1.1059166193819792,2.6785807568686377
Stard4,-1.3090400839213057,1.7515495536655734
Errfi1,-1.9235916982553276,1.8563555296941285
Pls3,-0.669755803133492,2.0755832215746874
Dpp3,-0.6298633012255882,1.9150868167094788
Dhrs4,-0.5328784402219108,1.619381575987278
Ttc5,-0.5111396983523736,2.513427861478765
Cttnbp2nl,-0.8088390428556513,1.6365536223682104
Pwp1,-0.5729612530069418,1.5054217400335095
Pstpip2,-0.7366187201048598,1.5123923071111414
Nasp,-0.5204533913377236,1.7260782943896131
Hint3,-0.7609569220718775,1.711917755593763
Mien1,-0.5672987015176806,1.954975693058214
Sdhb,-1.0601961051256081,1.460516459173013
Nipsnap3b,-0.8751181490375696,1.5855622218680048
Zwint,-0.8929681966761309,1.5050400792032943
Ifitm3,-0.901395151075074,1.8383056804218618
Uqcc2,-0.6123177050061321,1.9767938431447012
Ndufa6,-1.2931699107724015,1.6916103173722192
Vta1,-0.8702489970655881,2.444888288832439
Ankrd1,-1.7059991224177062,1.6020606608330525
Rchy1,-0.5396717944834005,1.4713368178747057
Tnfrsf12a,-1.2974541586645756,1.3925666337772167
Carhsp1,-0.8772879903011341,1.321236069429923
Tubb2b,-2.135714485947601,2.020841427294365
Zdhhc13,-0.5181903561045961,2.818581559300365
Malsu1,-1.4174588294594557,3.1173705048669387
Ist1,-0.8679931686502903,3.599016014620964
Trim13,-0.6258397087807448,2.5883570428504634
Tomm34,-0.9069165492829758,1.848714137047313
Mxra7,-0.8587463132120734,1.533682127614021
Fam96b,-0.8344323595706249,1.7815498298298476
Necap2,-0.8795130592780751,1.4125282205559726
Stx11,-0.6523729569296426,1.3583899407737146
Efhd1,-2.8058015815784443,1.3103787456668345
Ca13,-0.8741235076858528,3.1086784954461533
Chmp5,-0.7222269947346827,2.3477768073716745
Ppa1,-0.6289893441492893,2.055704272268797
Gatm,-1.4998468002246985,1.3904282133625054
Echdc1,-0.7838653100748726,1.704907429646719
Ppap2c,-1.1527411886453471,2.067793678631659
Tax1bp3,-0.6244311656810758,1.5828130956271609
Wwp2,-0.7797375778033104,2.1920118383163016
Ppp1r2,-0.8392834992075887,2.060089073298261
Mecr,-3.7439424378089377,2.809194795937827
Col4a3bp,-0.7204354892203981,2.175919969677651
Tpcn1,-0.6990264572789839,2.7164063330473796
Mycbp,-0.7832596178266584,1.5825267840453279
Stx12,-0.9773278505095319,2.303541359263173
Tnfrsf23,-1.1073906793427666,2.549106311587323
Tubb3,-3.6092091037706395,1.5986478588043966
Jam2,-1.9753867776711782,2.032604240696719
Habp4,-0.6315120730932167,2.1832035443874007
Mpp5,-0.6903198446203076,1.7760904157146347
Sacs,-0.5369603090682008,2.038916757452233
Acsl4,-0.529068657031971,1.6731902823548994
Prep,-0.5813733829266531,1.4521299985051552
Clic4,-1.080705959638045,1.3605965398347903
Add3,-1.0641953696826085,1.3292866195549804
Add1,-0.8602482217215683,1.328925708310144
Jag2,-0.8896483326262343,1.3456931091692543
Ndrg2,-1.508355692768128,1.4032990376518444
Dnajb2,-0.664193829497405,1.7543752616268204
Chml,-0.7132072989791319,1.321730309786645
Serinc1,-0.6249375163243545,1.727957827205963
Vav3,-0.6361368947344704,1.3595077324560458
Acot9,-0.5195076254565276,1.7588011769130625
Prmt2,-0.9980954190661543,1.543278417586878
Lypla2,-0.8334938660951746,1.4116312334542858
Akap12,-1.8188618603842255,1.3285899467051134
Pfkp,-1.4395976889759037,1.695830629016724
Clcn5,-1.1750417851135728,1.52691017140231
Pacsin2,-0.7969387764928806,1.479330913706807
Slc12a7,-0.6273540525656867,1.3849987374698647
Bcl10,-0.5517772006966338,1.5721894541389663
Npc2,-0.8605847053860736,1.3278837204196787
Nfs1,-1.2143781824518556,1.5747508961207735
Clic1,-0.520362855702889,1.6421821135758927
Stk39,-0.5463610028305943,1.3644561584071384
Mocs2,-0.7944718057010386,2.045862008985065
L1cam,-3.969003868212074,1.858007470259063
Qser1,-0.8898648138325761,3.2897615745350253
Stox1,-0.7814059332496847,2.168556481030928
Mthfsd,-0.5936748441371774,1.461827499690617
Map4k4,-0.6281949187678927,1.8328779910313533
4931408C20Rik,-0.5567678129182487,1.8861257910767648
Erich1,-0.689706407301903,1.4083522574487812
Gpr179,-1.7388312454150565,1.5060820805562718
Atad2b,-0.6115931536208727,1.3411353140036444
Akap13,-0.8720045684815525,1.3208492983388342
Lrba,-0.6139973638931524,1.7437220750076876
Utrn,-0.5461331846795201,2.709002143481809
Akap6,-2.0539085047521892,1.4403833336558578
Atxn2,-0.5166919409739196,1.6691318523799306
Tnrc6a,-0.5615661538185314,1.6853529486083727
Pcdh1,-1.9664161003645186,2.1095632134088738
Reep5,-0.5800448344217444,1.5230791383867253
Atp2b1,-0.6116074489889317,1.5526298913394008
Tpte,-0.5783752584538269,1.7989356364385911
Ppp2r5b,-0.9976054326797497,1.586449320704627
Pvr,-0.7584782896837242,1.3207686615076941
Nans,-0.7641638926562027,1.7374915071441073
